"","BQ12_10_Probe_3A_S29","BQ12_3_Probe_4A_50_S27","BQ12_8_Probe_4A_50_S28","S_250754_Probe_4A_50_S24","S_349941_Probe_3D_25_S21","S_351946_Probe_4A_100_S22","S_503557_Probe_3D_10_S25","S_575533_Probe_3A_S26","S_687338_Probe_4A_100_S23","Saliva_1e6_1_Probe_3D_25_S11","Saliva_1e6_2_Probe_3D_10_S12","Saliva_1e6_3_Probe_1_S13","Saliva_1e6_4_Probe_4A_100_S14","Saliva_1e6_5_Probe_4A_50_S15","Saliva_1e6_6_Probe_None_S42","Saliva_1e6_7_Probe_4B_25_S43","Saliva_1e6_8_Probe_4A_10_S44","Saliva_1e8_1_Probe_4A_25_16hr_S16","Saliva_1e8_2_Probe_4A_10_16hr_S17","Saliva_1e8_3_Probe_3A_S18","Saliva_1e8_4_Probe_4A_25_S19","Saliva_1e8_5_Probe_4A_10_S20","THP1_1e6_1_Probe_3D_100_S1","THP1_1e6_2_Probe_3D_50_S2","THP1_1e6_3_Probe_3D_25_S3","THP1_1e6_4_Probe_3D_10_S4","THP1_1e6_5_Probe_1_S5","THP1_1e6_6_Probe_None_S36","THP1_1e6_7_Probe_4A_100_S37","THP1_1e6_8_Probe_4A_50_S38","THP1_1e6_EukmRNADep_1_Probe_4A_50_S30","THP1_1e6_EukmRNADep_2_Probe_4A_25_S31","THP1_1e6_EukmRNADep_3_Probe_4A_10_S32","THP1_1e8_1_Probe_4A_25_16hr_S6","THP1_1e8_2_Probe_4A_10_16hr_S7","THP1_1e8_3_Probe_3A_S8","THP1_1e8_4_Probe_4A_25_S9","THP1_1e8_5_Probe_4A_10_S10","THP1_1e8_6_Probe_None_S39","THP1_1e8_7_Probe_1_S40","THP1_1e8_8_Probe_4A_50_S41","THP1_1e8_EukmRNADep_1_Probe_4A_50_S33","THP1_1e8_EukmRNADep_2_Probe_4A_25_S34","THP1_1e8_EukmRNADep_3_Probe_4A_10_S35","Undetermined_S0"
"Rv3747",90.21245752,540.64412144,125.08075896,195.3886128,155.4856336,36.70096088,351.70538392,59.21997824,0,87.23818232,88.9833536,85.90169192,82.34827088,85.22055712,45.40305208,103.96646632,98.65442048,129.29066344,130.70183296,117.50312424,111.5188052,129.3785544,89.88191984,79.40573632,82.8269584,72.86023632,71.21810128,0,99.0859804,69.756904,119.58423072,102.52516736,65.9033164,91.05221496,90.85089552,101.50793624,92.87810736,83.31241296,110.29139304,76.71213216,98.29536456,102.13300128,119.24781216,127.05850696,104.49945128
"Rv3748",98.71395423,279.04161723,142.52315951,76.96074167,25.74735246,0,124.54611317,8.45918355,0,131.0058613,119.54515915,105.94002703,113.76587789,117.34369507,164.26191642,107.99132757,122.23653835,194.47133379,179.78290402,190.88212731,160.58282208,191.97593816,124.29572379,127.15995752,142.07652373,129.63266216,154.48814482,0,125.75320375,182.33769923,146.35495808,144.88915517,143.29465317,133.10158011,144.92752835,150.00549156,143.42782037,133.65536292,127.93942369,139.62738618,151.05234345,166.7411042,177.40043768,176.78252435,155.25149075
"Rv3749c",35.21510217,310.96222434,185.03945226,46.85924457,125.58880053,31.08781197,38.48920155,8.37176499,0,139.15112688,148.31771697,161.3386197,148.47622884,160.66569195,56.35581849,159.14836449,203.0583276,223.63985682,234.4081509,209.82177261,213.93773406,229.78620216,190.29055446,221.04131346,205.41144492,203.95837413,221.78312001,0,228.67081875,200.22133671,139.34217492,147.78463131,145.87614477,249.31914228,241.94611989,231.15190563,236.87944974,228.61181862,93.42330723,266.17360338,240.27689655,203.50558665,199.86026679,199.36705833,188.99227971
"Rv3750c",111.28030496,0,165.87034286,42.90892512,58.19815582,39.5907516,13.09516984,8.52925706,0,340.08717108,326.30164896,315.61577478,320.0261315,362.63008136,196.88185312,371.26704476,351.38530822,432.95707392,413.9823475,395.60174028,420.51694718,420.797375,521.78981228,516.22101206,541.90083614,475.29215816,541.13444016,1980.6951341,497.7495971,571.34148812,296.13142216,283.72509262,218.94368694,638.03296924,593.31002388,541.20514746,627.00494288,563.05619348,945.3734996,600.69070978,644.82771842,364.6468848,407.77593642,395.92957312,396.16393002
"Rv3751",84.41229258,0,97.0757161,27.2879178,0,0,21.62420667,75.86250474,0,28.1455713,19.61031996,28.64572381,17.80963525,28.60192049,0,21.83440446,15.7614424,56.04586339,49.91039438,48.47845222,46.48171858,52.0435773,28.81463794,18.46125809,34.92209996,50.18513423,33.87450286,0,57.87930368,7.16659141,4.08727616,9.29095552,17.41908795,34.14362193,33.27007519,23.29241541,37.98697562,30.11565469,191.24393838,69.65978019,46.79066766,17.90518851,16.23581685,19.9402016,32.59500013
"Rv3752c",47.9191392,1256.3279696,99.1202832,104.97044,0,0,75.9824656,131.8216704,2.911296,151.4153344,141.9220928,170.073872,164.0963696,131.9293808,70.9513232,125.1364512,98.260016,193.4997984,203.6564832,207.5876768,196.3514336,214.8946144,134.9649072,143.542752,170.1514688,142.254664,156.3262112,716.128784,106.6513264,160.1483728,139.3658352,127.6208704,102.5488912,157.0909456,166.0327024,140.4329328,149.638632,163.7436912,422.258752,94.788456,110.2437184,139.262184,139.1670288,127.7868256,155.1725488
"Rv3753c",100.4367422,0,109.26683264,206.69895792,0,0,152.49799864,126.9012328,0,299.33441548,297.6771804,330.27496244,334.32544308,308.43559116,288.92394752,303.10634804,254.94398936,356.65367884,346.68691064,351.60647292,323.88880672,345.68911924,277.67589692,264.71119928,263.80877716,282.92149808,269.45126572,0,295.57488868,261.15607676,172.37832596,203.27836036,206.43562628,288.83148584,273.82914212,277.4242926,284.21150328,275.5634286,305.1056138,264.09284968,247.303495,250.17019476,257.05742688,244.96840144,280.3159008
"Rv3754",72.86845931,319.23423038,135.67698072,86.1014389,112.50984992,0,68.76465606,0,0,85.14210308,80.88523771,82.95277525,82.63735938,79.87834473,69.94349415,77.16978463,77.28228329,117.21311317,109.36957871,105.86243798,94.85865031,112.09961946,78.39787835,95.98743349,84.63965569,73.55204353,80.74776155,383.98350354,58.65776046,68.50049402,82.55293543,87.25150291,69.36421597,89.47080374,79.40786854,86.76144436,82.01372116,74.12352873,94.01201297,93.30944585,67.3613202,84.7666413,81.00952575,90.84956174,89.50757062
"Rv3755c",151.10500685,411.83313005,138.53738085,125.4914181,107.44478195,29.57947215,92.56287855,13.73521405,0,153.12649955,168.12324435,158.79126465,160.23510105,160.7487424,107.24269355,168.32512985,156.93635285,223.5811912,213.98067335,186.97306015,188.8576968,211.11795725,149.15716685,159.98391085,149.9132737,171.58309515,160.84968515,588.7522923,161.28632595,247.50259395,142.77880245,137.763013,91.9337871,167.8788513,159.5514295,183.61486225,159.58521235,153.0523396,355.5609455,184.68049305,174.00937335,146.02134735,146.3797702,141.1366313,175.3206146
"Rv3756c",89.55807371,1124.96452775,129.69509483,114.74830633,71.32214061,22.97786204,33.55315229,60.85797011,0,94.17063089,80.53089436,87.48178936,91.93310469,81.00743259,184.629011,77.75271147,72.55921078,109.8780459,105.14302057,98.35573167,92.50799572,113.87154786,90.59446634,72.6723165,70.8754865,84.03518571,91.74765292,0,65.44915447,74.01568335,91.1635886,81.38230807,80.0988986,83.04324098,70.27846609,75.24017571,77.64348312,69.16547176,69.98482624,80.58952776,69.38109136,102.54404783,96.49970085,81.23884538,96.6448658
"Rv3757c",78.62968233,178.08253767,111.54284937,76.26000816,0,0,36.69455988,44.62315551,0,87.43890213,80.36750295,86.50854369,87.3764613,82.19387241,127.31923485,67.17849075,62.96537268,91.9885455,83.55704805,82.70511291,75.18948048,92.53820349,61.44783219,66.62992473,65.67355755,72.26071767,63.67694004,500.95731924,61.42668768,56.84944725,81.11024109,59.65670358,55.35861039,70.58057292,63.42509205,56.04992667,68.22747684,57.35493009,151.26980994,58.57843284,53.51427306,89.79249456,88.88874048,83.73503916,69.14780901
"Rv3758c",70.62867511,0,101.33571378,51.27531976,13.50756113,0,49.03037153,59.86971193,0,87.8223605,86.47938369,84.6954906,89.84524661,83.93752094,145.35908352,73.37789683,75.70928176,112.25507496,104.03922207,98.74341477,91.7530026,112.03470593,71.15103793,70.10898559,75.31354425,61.04231042,73.40623381,274.34411543,68.21878427,57.98254035,82.18864808,65.3425808,77.26799388,76.07873182,72.64951169,69.63180154,72.02796944,72.68684878,41.42064486,84.10424575,73.49240318,75.87235306,85.46869807,74.1421933,81.20220038
"Rv3759c",101.26406716,244.31872084,99.95936172,47.45901552,31.2629742,0,32.19351992,13.33440212,0,84.22650188,83.06858764,78.98463548,83.68471608,84.22255588,38.88751432,87.26405376,82.78376536,110.27602088,101.2539654,92.09166908,92.82554616,106.14313832,60.8398226,72.24502532,63.22707368,74.2980502,56.32946568,0,70.06170352,76.06538468,80.03111468,78.35445928,77.824985,69.75651988,73.0811038,57.79674632,64.844618,70.81381112,43.7654806,74.46322976,79.38925832,94.75869156,69.97189256,68.84530956,88.21930144
"Rv3760",119.66426808,18.01555266,120.75102144,25.4020851,1.95786948,0,36.6546852,85.02250092,0,41.38640058,31.91367354,34.80755082,31.95104094,30.82291002,47.05047816,26.80409172,30.22949748,53.09898426,47.88759906,45.78973854,44.29750332,42.50514408,35.56364826,28.94724882,21.7619535,32.5356129,28.66927182,0,19.52455764,49.01636796,27.578964,24.61408866,43.22624376,39.66485712,39.3200745,24.11856048,36.18002808,35.07686952,0,28.28876232,27.4449882,38.40739854,28.33205382,33.5509125,43.61714322
"Rv3761c",82.67230201,196.3891383,106.80460515,42.57909109,62.92051532,17.74085067,79.90788075,43.13960015,0,29.07782643,24.99973214,32.51777141,34.68463047,26.2670352,48.24061812,24.75428186,24.80332908,68.80939442,58.5236141,53.97775069,55.5540084,61.88024306,36.15936686,36.35041542,33.33872335,30.91088596,31.73601441,0,37.5735974,42.0842282,40.4714528,26.14431006,23.42561623,39.76166028,37.69546582,36.3741894,42.29316079,32.98222074,106.62726411,45.88827918,30.27177284,44.18843961,30.05384469,37.07080985,42.0092652
"Rv3762c",30.85798572,61.32512211,98.26842834,36.58196838,112.50656187,0,40.21036929,30.27744513,0,28.74018147,30.87665262,32.1710688,29.53539141,30.09922068,59.94608265,26.86602471,27.82728117,55.37713665,51.6308676,45.46350162,44.0956623,53.34457791,34.21873884,30.44322498,38.41994691,31.40190363,39.93001023,0,24.48181713,29.14987548,37.60500339,26.77082352,34.26149493,30.59922693,29.86312884,34.07180367,32.10120126,31.8875097,49.68755442,27.43803186,32.17782444,30.95318691,33.32512767,32.41489407,40.55712918
"Rv3763",158.64419613,0,197.17707195,565.795659,97.26953271,41.31860346,630.2431029,29.47121172,0,541.68707502,524.06801658,566.01639039,527.63837799,540.04218969,543.03991923,552.35394495,488.48695545,693.1929291,707.57459382,730.02151371,737.65720995,688.43172921,691.95356826,683.54344155,741.39365841,654.30225756,671.48654205,1644.82138932,705.73187784,717.824829,619.95692943,606.30525414,736.03907994,747.93828177,741.01024107,706.07074077,707.40578589,681.32785164,807.09282048,810.22296618,714.96722478,752.97100281,751.21739565,763.85214204,617.73907212
"Rv3764c",106.3723674,104.03407365,113.28162495,129.6994959,76.8103401,12.66109845,107.1371574,47.7338511,0,110.6723475,110.6601522,118.31394315,112.2945291,109.371171,110.1072297,96.77725005,91.0155909,247.0515606,238.29316485,243.5411745,224.9795145,236.9987061,172.11257895,173.4901311,161.91172725,170.8482984,171.4853478,0,152.4319485,184.1792082,146.8816401,153.68424045,175.810752,183.78637485,185.41207035,187.4537496,185.9113542,194.5410792,190.24161585,168.8848551,162.5557011,195.5328258,202.16159145,199.34757765,163.410819
"Rv3765c",59.89983088,2.07068528,78.01523776,33.17205792,97.45316608,18.14414304,61.90865664,15.63554208,0,51.69810672,53.23881824,53.85419616,58.03505152,54.60725904,0,50.98942768,42.19367664,87.62393696,87.22418992,77.35569536,72.8735856,85.22252992,61.60930336,56.35585072,53.7271136,40.15743088,52.16863392,0,56.14095104,61.76248976,48.48923552,39.93024704,40.75109216,60.80140048,54.56996784,57.29039744,60.74780352,58.5903248,54.525584,52.43347456,59.203436,53.6433912,46.9737504,57.48540848,63.70755488
"Rv3766",46.56946905,0,63.34972475,22.0290473,0,0,19.06055515,18.2309959,0,9.20330645,7.50526465,8.7402835,8.37318235,9.0148006,0,9.9538894,11.4566985,13.9286875,15.254031,12.5895822,13.79666665,14.27144875,10.04637075,10.02079845,9.4261141,7.7636065,10.69512665,0,4.58036865,12.35660725,5.0997739,3.33564465,4.02619945,12.72355435,10.2804754,11.4106889,10.500048,10.8737733,39.12412985,11.1691385,8.52692425,8.23546165,7.351266,9.87763465,11.32673165
"Rv3767c",149.44406262,0,173.0318524,91.33299449,45.6014706,0,42.31519051,4.659712,0,16.90774679,19.81342306,19.39413999,19.38130758,15.99901194,0,17.35688114,15.45641032,28.50970159,28.84416334,24.75999858,22.51177855,26.53405651,15.47670555,15.17400629,13.42297389,13.45819476,19.34717883,0,13.08159538,14.70403065,13.16050105,14.02564211,8.2937413,17.83149829,16.45296982,16.14362683,15.27065891,18.53555165,0,15.207771,14.62931144,22.78562764,20.00408901,14.44383306,26.802445
"Rv3768",28.74437644,151.54019153,82.44633501,13.66650064,89.30043993,0,54.15394192,0,0,24.3084426,25.61369993,28.07061244,24.15836969,24.61596774,70.65827236,28.39498168,30.53330007,39.07486297,39.33650799,33.84019795,33.9737476,44.11983134,21.27562229,30.81523822,13.12989574,16.64076765,27.87313542,0,15.84733033,25.86243114,18.28178404,30.50506615,33.56852668,21.72584102,30.26892791,29.48150634,18.83956438,23.31151251,0,34.76902975,24.38953491,20.45010097,26.5888129,28.13373771,33.12199761
"Rv3769",115.48215077,0,117.27213603,113.29111696,146.46116408,0,136.43727874,0,0,163.57289004,146.2337828,153.61990077,157.19200287,146.18271836,107.76307017,151.04588366,128.87099001,207.77181243,210.43053549,194.94556522,195.48037691,210.12398827,147.02488017,144.92200478,130.43327283,123.38734359,137.77434811,0,153.02206143,130.70714202,92.56762564,70.99980468,65.94153468,133.77767249,157.04491159,116.94053833,132.6808308,130.68530314,0,110.02556208,142.58588694,85.90026375,108.10895949,124.47013453,150.49067831
"Rv3770A",61.4486262,2912.3923018,104.7666756,39.3241298,0,0,6.549427,3.0792034,0,24.1965992,26.2173466,25.6953102,28.42526,29.592051,79.8889028,25.8692916,12.1268816,46.9770064,47.9821708,52.7127684,41.9725748,50.7188512,28.4623244,34.5624608,38.2214178,36.161762,50.6552332,0,45.3330804,41.051128,13.349638,18.6462514,7.6104646,29.5094398,28.7924926,34.8568554,20.2568932,25.5450242,0,23.010815,29.535348,35.6713502,35.5582208,34.7972942,46.8116918
"Rv3770B",55.36081542,218.3345298,112.54810068,13.15292868,28.9871055,0,70.895205,160.77077634,0,30.24590922,35.06413464,38.90921814,27.19576008,36.4363833,0,48.88146348,43.08612336,56.08007778,50.83663878,48.65955534,55.56443616,59.22292512,33.6932733,32.60113716,55.13518674,51.98779908,42.37972524,0,60.1081614,40.82920596,31.59451038,50.3672832,70.82672184,27.9967482,33.02174736,30.81483654,31.05616716,36.10632726,0,45.53770698,45.67221396,62.90342202,64.73720682,55.4026242,50.22483066
"Rv3770c",81.37832521,0,101.63645219,41.62188212,154.48880993,0,23.77830637,28.59517206,0,36.66167141,34.9056435,43.51714185,34.57905542,33.73564376,28.30765938,34.3606445,30.05360995,54.26606458,49.46781112,47.20781338,41.31832796,50.88573399,42.05890962,34.99160938,32.34980385,41.35945996,28.99590057,0,45.58824088,18.0497499,27.9461091,33.16853631,20.07909995,53.41679161,38.54942455,49.32590572,42.46282586,42.32986667,0,40.45630407,43.00422581,34.94502739,35.9894717,32.43093672,36.31842487
"Rv3771c",125.86058838,0,124.6122531,68.6712124,99.36481894,34.16407824,60.51105388,163.5895234,0,58.51485414,57.39085428,63.57090578,51.73304986,60.04736642,31.80311018,69.38650826,59.44657154,126.86350968,111.9868118,120.78588962,110.57467562,127.00527888,75.81912606,69.76730544,64.85168194,83.1227304,73.64903554,0,52.57612958,82.9420066,75.12994894,70.67711886,100.93609424,83.02872848,81.3806296,101.40821122,77.16280432,61.85134756,16.64881288,51.81683418,77.31159812,113.20519674,103.27177374,92.1953206,95.30536646
"Rv3772",39.455856,0,93.88517424,54.02653344,19.27959792,0,48.34390704,0,0,36.2591592,41.03880528,42.54731712,36.88495536,36.43552176,14.97857856,38.6442672,39.12048624,63.87163728,58.21700016,58.995684,50.51242416,62.494344,38.93589744,44.42440464,48.12771744,43.61903568,52.0048848,0,39.43699584,33.60529392,27.83288112,30.88040208,30.85461984,47.99519472,46.12352448,38.9422176,43.4982504,48.15871632,99.32221728,60.40076592,34.06134864,34.05693456,40.87458144,36.79657344,47.93931648
"Rv3773c",32.73387292,406.3993976,136.99099456,39.50102156,68.17763834,0,66.74813824,0,0,64.84464868,66.29735462,64.86103526,58.63118324,58.03251328,55.17514156,54.97483852,63.26023942,87.43095382,88.32356442,76.54405612,76.45163988,85.35840768,55.63386402,59.79381618,53.15022846,62.6740884,64.16119598,0,63.6644078,74.21960448,60.4181347,47.44240606,66.16025696,62.24030204,60.11625522,56.58683016,60.87960522,53.72080714,0,56.79893968,56.85715784,64.73350492,50.20715798,68.1987068,74.6388363
"Rv3774",105.4860198,250.7916663,195.3916524,242.8315113,25.235616,41.8583739,329.4462885,25.9261212,0,168.0195762,172.6365648,191.3476173,179.2832202,163.5107628,81.520278,163.1940345,153.3979608,229.2628275,226.7985846,223.0936827,199.5433692,229.1921583,178.3792269,157.4000484,185.1492573,158.9585214,173.7975729,0,164.7241806,180.9026898,138.2176047,139.1377848,129.0518292,169.1559093,172.4438037,177.1720272,164.109477,167.8271112,0,132.2218758,179.8739397,136.0050468,134.4547659,137.4314592,187.3047666
"Rv3775",51.76142088,0,102.07725146,85.85472447,30.37933212,27.70158112,78.6112598,26.10965321,0,59.90020296,55.64959438,60.44286748,59.36168846,55.2594925,82.28165606,49.74757427,52.15201681,90.73198607,85.21433686,86.42950224,74.33812254,88.44453457,58.63750997,50.32907112,57.00368662,69.99453375,61.53679299,0,58.58909307,62.3896221,39.18429122,44.27794672,59.25892606,67.39701647,68.1917453,60.37617073,62.68555805,64.90058182,0,57.39349207,58.31657509,54.70457554,60.01867615,55.98979721,63.90516988
"Rv3776",112.8754792,523.405344,166.3365704,49.3710008,50.1510152,10.8552488,77.2624688,57.422244,0,45.7598768,42.4262784,47.4030568,42.2697528,42.4447672,49.1957928,58.2544336,55.3935096,73.5291832,69.1728928,67.9714112,63.77184,75.7131848,56.1823328,50.1460784,40.6531928,46.1660496,57.7259056,0,55.2538272,58.1636352,79.4677664,65.3272224,52.505772,52.7713912,47.2324952,51.7068816,47.7092352,57.8246416,96.9828552,40.642448,56.8077576,62.3189688,55.9690824,63.293648,62.0540272
"Rv3777",150.52705528,376.94836468,182.2164216,119.68400644,195.89296884,19.34795504,99.2750162,51.99028816,0,151.95530472,136.94984364,161.63954328,172.61132404,145.96143828,101.42972544,149.69416448,154.39939712,204.75774328,199.40944908,192.1199626,179.1375638,207.30171708,127.66141924,138.43420132,137.34118224,133.7963204,134.94763092,0,152.47075824,119.09290504,121.8733194,135.1821066,142.12380932,144.2833216,141.839775,142.71720308,144.53919264,135.2759842,232.57313036,132.74598288,129.40241208,135.68686244,129.390077,142.58522864,159.3206574
"Rv3778c",226.06100481,297.30129867,198.83576508,270.29844591,91.94271825,16.77936669,298.25468091,88.41759201,3.02398059,243.17733885,223.77663024,259.49677668,254.37521739,232.82515077,184.55983044,202.41324468,181.36443852,351.3840417,334.7905524,344.59452273,321.26513073,350.91481323,260.13489066,247.82794752,245.26722528,254.5486953,232.4718804,667.95528039,196.12923414,208.72480962,186.73995753,217.748646,196.99800141,237.38253372,241.25760084,234.89081229,231.76866915,237.69699831,189.43133355,169.8832089,199.80395781,231.95443173,225.38201847,243.68261766,262.2535944
"Rv3779",66.93933225,169.19026425,128.50593,57.2327595,65.114805,0,40.433064,27.24202425,0,53.58819375,59.5313985,64.888971,62.34883725,58.999731,107.88531075,63.80997525,60.14216775,90.1753965,88.86897075,83.69653425,78.96419475,90.7455675,58.43444775,61.443207,65.110416,55.135017,67.58770725,103.20923025,54.1042005,61.491885,73.682931,59.699976,45.92460075,63.81536175,57.8348505,53.8492395,62.437515,58.15425,103.4118225,60.7060545,56.293314,59.01479325,56.7954555,60.888597,71.7340155
"Rv3780",205.80742822,238.90489892,188.0033936,334.88570135,0,60.67838585,286.86787335,0,8.25755771,182.12558678,178.83213746,198.9182296,190.4312927,180.66596029,309.92490562,157.82983238,155.5559703,275.99624967,261.77120095,250.77785636,243.23898286,267.83713037,199.10709724,196.62657969,197.97510209,203.73482007,201.02725158,220.33282119,175.87339736,158.67880546,201.54570629,205.65544006,180.95140374,215.84628344,196.4512159,220.62580817,190.66272075,219.80281836,182.34695679,162.01900604,179.1970208,193.72325194,189.84997524,182.21378089,220.15056578
"Rv3781",63.91416981,65.39399334,123.7652591,86.16489682,0,0,97.92619562,15.4309634,0,90.11315184,103.07584213,99.01980952,89.45888406,95.87794627,30.55173957,93.94000859,96.87811597,138.68885217,134.5287639,121.29088836,124.7171229,144.99205941,100.16758938,93.86343186,97.13437481,88.81617802,92.38630079,335.4520076,85.20060019,98.61079317,104.36901483,123.6052953,131.18607481,91.52811876,97.42777376,117.07908902,104.36576804,94.95625386,0,110.09698591,94.82384818,118.83045506,113.85399708,114.04959638,114.90635299
"Rv3782",286.16375844,0,205.77321086,119.8379735,40.06522891,0,179.93828664,55.4882104,0,198.18040403,202.85142213,188.14754931,193.55465017,193.97100933,218.31122572,185.93220604,189.91734517,249.59249777,248.77334076,243.60522431,236.13437946,241.86767024,199.27869052,193.79803527,189.16841958,196.55116082,208.5316352,341.77114671,184.13304231,172.86682686,163.02023808,185.79228206,179.11598628,220.53581942,212.61323027,194.10060516,212.36894707,205.55479294,141.55367226,193.81869157,230.29304725,195.92186215,196.3596859,196.86702259,233.62481863
"Rv3783",146.94459384,0,212.3795124,136.68479016,2.93551512,20.96792184,93.24466296,1.12932408,5.70694128,171.9948348,169.15268064,169.31555712,169.54956576,166.0349904,171.04687752,160.9723812,155.75780784,226.15591224,211.85733768,200.66331816,200.73596592,226.5453204,143.41647912,146.75281992,165.66184968,156.01727856,157.99786464,417.34733664,153.34052688,167.110056,205.0061184,161.22781032,176.49192312,155.74386432,155.69273808,169.41841584,144.0067548,150.1671636,82.59595632,153.76236888,158.35332336,199.6580712,185.5528872,169.744674,174.90387744
"Rv3784",73.83849984,353.9626656,136.49509056,41.61509952,36.98534736,0,40.80368016,0,0,49.93836528,46.95461904,43.8914424,41.8413816,48.92893728,60.51754896,54.59922768,54.52622736,72.36326928,68.65358592,59.79775824,62.6493096,73.96322448,54.99789264,40.76405952,40.45900896,40.1142432,39.35246784,0,52.21527552,51.51449136,62.8715256,46.19832816,35.76079536,49.0827864,47.13002784,39.62045088,51.28868208,49.63435488,0,55.16847888,49.81600464,51.97745712,52.22681184,52.83133392,58.66284912
"Rv3785",133.28321034,0,124.7519049,96.31091841,67.0916484,15.97423002,36.66337143,147.12078927,0,128.52004851,115.86892044,140.11339356,134.26018368,129.10925307,57.91602306,115.96081203,104.34736263,181.45676346,167.32958382,168.19799367,160.40848971,174.8029101,112.95339741,108.20808432,106.26110061,115.20439812,126.93111837,0,87.42773781,87.30554259,100.05552522,104.96873415,137.56337742,125.5246965,107.05154481,113.96479332,118.00645416,114.6663861,48.00487272,125.09299236,105.71583141,110.33836086,116.91797523,119.40336324,128.72511288
"Rv3786c",56.25344187,0,124.59434991,37.03079535,0,0,26.99943636,6.4825296,3.639873,45.18149091,44.16213933,49.25356374,50.1591342,44.84969169,36.36495123,46.15312179,45.8764353,74.16376914,66.9923772,65.83875267,62.12467866,70.30176096,41.86396656,44.67200226,46.88109639,39.75012669,42.73126689,0,49.69933122,26.58782193,28.64813976,45.20151489,57.91627434,48.04033512,46.12710933,45.07744107,41.22740985,53.11987614,40.18915713,39.89132382,48.16160184,49.58798292,42.89510796,46.79519913,56.3347542
"Rv3787c",68.18920389,0,110.98043118,15.3516033,0,0,9.74808945,40.7170989,0,15.26693616,17.40396942,19.02585402,15.9817347,19.25571123,18.51980004,15.76963377,15.73314678,31.34232441,31.4437734,26.80061445,25.79381172,29.62656972,15.52299471,19.35629406,20.53492128,21.18421647,14.07910599,0,20.76813486,17.18396478,18.67993137,23.26051026,15.60452202,17.89129269,18.13998888,16.13526156,16.13093076,14.80213305,0,18.88391205,13.36766382,14.67675639,15.08450121,17.05696407,23.03682444
"Rv3788",103.59191332,39.45265576,128.6518226,74.38605328,153.9156248,0,200.11960444,0,0,69.47072608,58.6862024,68.15987612,72.88081836,59.6230726,62.6689812,65.1876302,46.36551892,126.9610384,124.30764528,114.5526704,106.91777852,130.51605504,84.524804,85.80386472,76.09450884,72.65243524,71.07459408,0,83.68848768,80.71172788,111.14104148,115.92882756,140.28591612,80.3340986,79.95147524,65.83743684,75.07504424,84.59721816,103.888869,91.54513592,71.83138928,96.41225104,100.50758872,112.4114586,92.21194164
"Rv3789",46.89028335,0,90.11972688,48.7182876,43.52053056,0,66.0998904,121.43309127,0,53.04269064,47.1824853,51.0373212,56.86296402,52.6363023,40.25204967,53.27942532,54.5428155,98.26458912,93.46244286,80.91550482,86.05082634,97.27175286,63.75261216,52.8899466,45.90627354,62.57739357,51.3253422,0,47.95846962,38.33968314,56.89046538,79.77085362,40.42662756,61.65897822,63.85295496,55.36841376,60.60175533,60.63910515,266.90989689,37.34090064,63.79321383,82.30636752,70.21338774,60.30778809,71.56959501
"Rv3790",40.28532105,0,146.91633927,55.44855727,31.1856639,441.05684004,106.81685517,38.96879068,0,40.05426907,39.60349534,39.48691045,43.58697125,37.98284889,24.22858501,36.4611037,37.50994415,78.87756689,72.20734401,68.46254416,63.50498614,77.90772038,45.04433532,48.77865206,50.53420237,57.0905935,45.36592325,0,47.65282958,38.65493272,38.50933397,43.6828017,42.3920026,54.18687792,50.16274025,44.82313111,42.48582114,43.80817546,86.84271858,54.09549485,51.48244732,47.41468297,48.83636211,39.42835328,52.24210218
"Rv3791",58.99663,2.009546,118.461574,81.269111,97.007218,0,102.903185,30.424548,0,66.165946,67.666907,76.231309,75.955187,67.346818,79.800567,64.982456,70.912688,129.851722,122.44463,118.374179,112.846734,128.201381,79.484251,82.447134,79.177483,68.873728,71.857555,326.797317,86.3709,96.6581,86.981048,81.210899,67.484879,90.699147,73.235316,79.013781,69.284215,76.556634,176.623216,62.828458,78.629551,90.264174,109.227965,100.244375,91.88641
"Rv3792",56.13566336,9.98639104,117.67282624,50.19404288,73.32830592,131.25925056,43.15903744,21.6797344,0,41.52466176,42.77267072,43.1439616,46.50442432,39.37809408,31.72613888,39.2967232,36.22637376,71.5372768,67.15185024,68.60067712,58.1970912,70.44582464,40.39107456,34.8594976,43.0840448,43.52539968,42.24144064,7.06109824,43.11651584,38.929008,66.53586688,57.96911744,63.86290112,43.1917984,39.43375872,44.61443584,42.94768576,43.46896192,26.29680704,41.63463808,38.7681024,59.06356544,51.4888256,54.03983168,53.78025664
"Rv3793",63.14727217,0,119.79599854,62.42316565,28.10225782,10.65825556,54.38134031,18.94345114,0,66.54324769,67.22162222,72.15637413,72.13235733,62.28596968,43.47280968,54.14737665,52.96895233,107.72405409,100.62308689,96.29485925,87.75348447,105.20489191,61.77671345,65.66043015,63.19660668,66.53864447,69.08592632,0,61.76950841,45.49222228,66.39274241,69.08202359,65.10033836,62.36352393,65.65182413,64.51632984,63.67744303,64.33680426,16.01480252,57.24394273,55.83815937,72.31978844,67.78511639,72.45558343,75.86897113
